         1584889 function calls (1445912 primitive calls) in 5.383 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 annotation.py:1(<module>)
      450    0.001    0.000    0.001    0.000 inspect.py:2779(name)
        1    0.000    0.000    0.001    0.001 schema.py:1497(Column)
       69    0.000    0.000    0.001    0.000 core_schema.py:3027(model_fields_schema)
       24    0.000    0.000    0.001    0.000 __init__.py:804(search)
      118    0.000    0.000    0.001    0.000 models.py:36(__post_init__)
       41    0.000    0.000    0.001    0.000 base.py:379(dispatch_is)
        4    0.000    0.000    0.001    0.000 routing.py:126(_merge_lifespan_context)
       69    0.000    0.000    0.001    0.000 __init__.py:305(escape)
        1    0.000    0.000    0.001    0.001 array.py:116(ListDumper)
       79    0.000    0.000    0.001    0.000 _collections.py:20(__missing__)
       22    0.000    0.000    0.001    0.000 schema.py:4218(__init__)
        1    0.000    0.000    0.001    0.001 _import_utils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 sqltypes.py:2762(ARRAY)
       24    0.000    0.000    0.001    0.000 _core_utils.py:283(handle_function_after_schema)
        1    0.000    0.000    0.001    0.001 _enums.py:40(PollingStatus)
        1    0.000    0.000    0.001    0.001 _orm_types.py:1(<module>)
        1    0.000    0.000    0.001    0.001 background.py:9(BackgroundTasks)
        1    0.000    0.000    0.001    0.001 unitofwork.py:1(<module>)
        1    0.000    0.000    0.001    0.001 schema.py:4082(Constraint)
        1    0.000    0.000    0.001    0.001 _enums.py:133(TransactionStatus)
       71    0.000    0.000    0.001    0.000 inspect.py:1436(repl)
      233    0.000    0.000    0.001    0.000 langhelpers.py:897(iterate_attributes)
      365    0.001    0.000    0.001    0.000 {method 'insert' of 'list' objects}
        5    0.000    0.000    0.001    0.000 deprecations.py:199(deprecated_params)
        1    0.000    0.000    0.001    0.001 type_adapter.py:1(<module>)
        1    0.000    0.000    0.001    0.001 coercions.py:1114(ColumnsClauseImpl)
        1    0.000    0.000    0.001    0.001 streams.py:1(<module>)
       42    0.000    0.000    0.001    0.000 typing.py:2138(_proto_hook)
        1    0.000    0.000    0.001    0.001 oauth2.py:488(OAuth2AuthorizationCodeBearer)
        1    0.000    0.000    0.001    0.001 session.py:201(_SessionClassMethods)
      169    0.000    0.000    0.001    0.000 _core_utils.py:509(can_be_inlined)
        1    0.000    0.000    0.001    0.001 query.py:3354(AliasOption)
      372    0.001    0.000    0.001    0.000 schema.py:176(_get_table_key)
      127    0.000    0.000    0.001    0.000 ssl.py:130(<lambda>)
        2    0.000    0.000    0.001    0.000 decl_base.py:1449(_extract_mappable_attributes)
        1    0.000    0.000    0.001    0.001 schema.py:6048(Identity)
        1    0.000    0.000    0.001    0.001 __init__.py:61(Sectioned)
      127    0.000    0.000    0.001    0.000 ssl.py:125(<lambda>)
       41    0.000    0.000    0.001    0.000 attr.py:537(__init__)
      122    0.000    0.000    0.001    0.000 typing.py:1478(<genexpr>)
       26    0.000    0.000    0.001    0.000 coercions.py:313(expect)
      366    0.001    0.000    0.001    0.000 _compiler.py:431(_get_iscased)
        1    0.000    0.000    0.001    0.001 quoprimime.py:1(<module>)
        1    0.000    0.000    0.001    0.001 reflection.py:135(ObjectKind)
       24    0.000    0.000    0.001    0.000 __init__.py:759(mtime)
        1    0.000    0.000    0.001    0.001 calendar.py:77(Day)
      182    0.001    0.000    0.001    0.000 weakref.py:427(__setitem__)
      359    0.001    0.000    0.001    0.000 _compiler.py:31(_combine_flags)
    24/16    0.000    0.000    0.001    0.000 _decorators.py:323(mro_for_bases)
        7    0.000    0.000    0.001    0.000 base.py:814(__init_subclass__)
      396    0.001    0.000    0.001    0.000 inspect.py:2791(kind)
      141    0.001    0.000    0.001    0.000 {built-in method posix.getcwd}
        1    0.000    0.000    0.001    0.001 open_id_connect_url.py:1(<module>)
        1    0.000    0.000    0.001    0.001 models.py:349(APIKey)
      127    0.000    0.000    0.001    0.000 ssl.py:150(<lambda>)
        1    0.000    0.000    0.001    0.001 nodes.py:425(FromImport)
       76    0.000    0.000    0.001    0.000 _typeinfo.py:269(__getitem__)
      127    0.000    0.000    0.001    0.000 ssl.py:135(<lambda>)
        1    0.000    0.000    0.001    0.001 utils.py:431(LRUCache)
      127    0.000    0.000    0.001    0.000 ssl.py:140(<lambda>)
        5    0.000    0.000    0.001    0.000 naming.py:81(_key_column_X_label)
        1    0.000    0.000    0.001    0.001 result.py:408(ResultInternal)
      127    0.000    0.000    0.001    0.000 ssl.py:145(<lambda>)
        1    0.000    0.000    0.001    0.001 base.py:1331(_SentinelDefaultCharacterization)
       13    0.000    0.000    0.001    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.001    0.001 composite.py:82(SequenceDumper)
       17    0.000    0.000    0.001    0.000 schema.py:4398(_set_parent)
        9    0.000    0.000    0.001    0.000 feedparser.py:102(push)
      122    0.000    0.000    0.001    0.000 {method 'index' of 'tuple' objects}
      104    0.000    0.000    0.001    0.000 deprecations.py:301(repl)
        1    0.000    0.000    0.001    0.001 _compat_pickle.py:1(<module>)
        1    0.000    0.000    0.001    0.001 models.py:80(Info)
        1    0.000    0.000    0.001    0.001 _enums.py:156(Ping)
       69    0.000    0.000    0.001    0.000 _namespace_utils.py:227(__init__)
        3    0.000    0.000    0.001    0.000 message.py:243(get_payload)
        1    0.000    0.000    0.001    0.001 sqltypes.py:2059(Interval)
      292    0.001    0.000    0.001    0.000 legacy.py:127(<genexpr>)
      318    0.001    0.000    0.001    0.000 {method 'items' of 'mappingproxy' objects}
        5    0.000    0.000    0.001    0.000 naming.py:44(_column_X)
       10    0.000    0.000    0.001    0.000 decl_base.py:186(_get_immediate_cls_attr)
        1    0.000    0.000    0.001    0.001 _generate_schema.py:1919(_computed_field_schema)
       10    0.000    0.000    0.001    0.000 base.py:299(_assertions)
        1    0.000    0.000    0.001    0.001 _meta.py:1(<module>)
       61    0.000    0.000    0.001    0.000 typing.py:341(_unpack_args)
      117    0.000    0.000    0.001    0.000 message.py:515(set_raw)
        1    0.000    0.000    0.001    0.001 session.py:251(SessionTransactionState)
        1    0.000    0.000    0.001    0.001 http.py:220(HTTPBearer)
      198    0.001    0.000    0.001    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.000    0.000 models.py:68(Contact)
        1    0.000    0.000    0.000    0.000 __init__.py:263(Len)
        3    0.000    0.000    0.000    0.000 params.py:142(__init__)
        1    0.000    0.000    0.000    0.000 selectable.py:4442(_CompoundSelectKeyword)
    57/48    0.000    0.000    0.000    0.000 typing.py:235(_type_repr)
      107    0.000    0.000    0.000    0.000 base.py:344(opt_manager_of_class)
       16    0.000    0.000    0.000    0.000 schema.py:4348(__init__)
      317    0.000    0.000    0.000    0.000 __init__.py:432(<genexpr>)
       26    0.000    0.000    0.000    0.000 inspect.py:891(cleandoc)
        1    0.000    0.000    0.000    0.000 futures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 open_id_connect_url.py:11(OpenIdConnect)
        1    0.000    0.000    0.000    0.000 ranges.py:741(AbstractRange)
       22    0.000    0.000    0.000    0.000 schema.py:4337(_set_parent)
        1    0.000    0.000    0.000    0.000 argparse.py:1(<module>)
       86    0.000    0.000    0.000    0.000 preloaded.py:118(preload_module)
       32    0.000    0.000    0.000    0.000 _typing_extra.py:286(is_required)
      100    0.000    0.000    0.000    0.000 copyreg.py:98(__newobj__)
       32    0.000    0.000    0.000    0.000 _typing_extra.py:296(is_not_required)
        1    0.000    0.000    0.000    0.000 base.py:65(LoaderCallableStatus)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1641(_make_netmask)
      107    0.000    0.000    0.000    0.000 decl_base.py:257(_is_declarative_props)
       42    0.000    0.000    0.000    0.000 _compat.py:540(_annotation_is_sequence)
      262    0.000    0.000    0.000    0.000 errors.py:330(__init_subclass__)
        1    0.000    0.000    0.000    0.000 cursor.py:1381(CursorResult)
        1    0.000    0.000    0.000    0.000 _selectable_constructors.py:1(<module>)
      101    0.000    0.000    0.000    0.000 _local.py:505(__new__)
        8    0.000    0.000    0.000    0.000 decl_base.py:142(_is_supercls_for_inherits)
      320    0.000    0.000    0.000    0.000 dataclasses.py:1172(<genexpr>)
       15    0.000    0.000    0.000    0.000 typing.py:2238(__repr__)
        9    0.000    0.000    0.000    0.000 compiler.py:61(_make_binop)
      320    0.000    0.000    0.000    0.000 dataclasses.py:411(<genexpr>)
        8    0.000    0.000    0.000    0.000 contextlib.py:309(asynccontextmanager)
        1    0.000    0.000    0.000    0.000 __init__.py:241(split)
        1    0.000    0.000    0.000    0.000 strategy_options.py:969(Load)
        1    0.000    0.000    0.000    0.000 events.py:732(_InstanceEventsHold)
      328    0.000    0.000    0.000    0.000 enum.py:248(__init__)
       87    0.000    0.000    0.000    0.000 _namespace_utils.py:48(get_module_ns_of)
      107    0.000    0.000    0.000    0.000 constant.py:398(<lambda>)
        1    0.000    0.000    0.000    0.000 selectable.py:1095(SelectLabelStyle)
       37    0.000    0.000    0.000    0.000 __init__.py:1477(__init__)
      303    0.000    0.000    0.000    0.000 dataclasses.py:1111(<genexpr>)
        6    0.000    0.000    0.000    0.000 abc.py:41(_register)
        1    0.000    0.000    0.000    0.000 _psycopg_common.py:1(<module>)
       15    0.000    0.000    0.000    0.000 decl_base.py:1272(_collect_annotation)
       62    0.000    0.000    0.000    0.000 enum.py:1244(_generate_next_value_)
       21    0.000    0.000    0.000    0.000 inspect.py:2121(_signature_is_builtin)
       13    0.000    0.000    0.000    0.000 parser.py:105(parse_key)
        1    0.000    0.000    0.000    0.000 result.py:1586(FilterResult)
        1    0.000    0.000    0.000    0.000 loaders.py:42(BaseLoader)
        2    0.000    0.000    0.000    0.000 langhelpers.py:661(format_argspec_init)
       56    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
        1    0.000    0.000    0.000    0.000 timeouts.py:18(_State)
        1    0.000    0.000    0.000    0.000 result.py:2285(ChunkedIteratorResult)
      154    0.000    0.000    0.000    0.000 typing.py:3155(<genexpr>)
        1    0.000    0.000    0.000    0.000 loaders.py:436(DictLoader)
       32    0.000    0.000    0.000    0.000 decl_base.py:225(_dive_for_cls_manager)
        1    0.000    0.000    0.000    0.000 _enums.py:29(PyFormat)
        1    0.000    0.000    0.000    0.000 descriptor_props.py:180(CompositeProperty)
        1    0.000    0.000    0.000    0.000 dml.py:1430(DMLWhereBase)
        1    0.000    0.000    0.000    0.000 intranges.py:1(<module>)
        4    0.000    0.000    0.000    0.000 functools.py:878(register)
      242    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
      233    0.000    0.000    0.000    0.000 langhelpers.py:1092(__init__)
        1    0.000    0.000    0.000    0.000 sslproto.py:23(SSLProtocolState)
        5    0.000    0.000    0.000    0.000 schema.py:5213(__init__)
        1    0.000    0.000    0.000    0.000 deprecations.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:505(register_default_adapters)
        1    0.000    0.000    0.000    0.000 interfaces.py:79(CacheStats)
       37    0.000    0.000    0.000    0.000 langhelpers.py:854(__call__)
      291    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
      241    0.000    0.000    0.000    0.000 dataclasses.py:591(_init_param)
       54    0.000    0.000    0.000    0.000 _namespace_utils.py:96(__getitem__)
      300    0.000    0.000    0.000    0.000 inspect.py:2783(default)
        8    0.000    0.000    0.000    0.000 langhelpers.py:2032(wrap_callable)
        1    0.000    0.000    0.000    0.000 bool.py:1(<module>)
        5    0.000    0.000    0.000    0.000 schema.py:5279(_set_parent)
        1    0.000    0.000    0.000    0.000 utils.py:341(ParamDetails)
       99    0.000    0.000    0.000    0.000 typing.py:406(is_fwd_ref)
      265    0.000    0.000    0.000    0.000 dataclasses.py:288(__init__)
        9    0.000    0.000    0.000    0.000 langhelpers.py:488(get_callable_argspec)
        1    0.000    0.000    0.000    0.000 _enums.py:182(PipelineStatus)
       45    0.000    0.000    0.000    0.000 core_schema.py:653(float_schema)
        1    0.000    0.000    0.000    0.000 cache_key.py:63(CacheTraverseTarget)
      246    0.000    0.000    0.000    0.000 dataclasses.py:519(_field_assign)
        1    0.000    0.000    0.000    0.000 constants.py:38(_SendfileMode)
        5    0.000    0.000    0.000    0.000 __init__.py:427(<genexpr>)
        1    0.000    0.000    0.000    0.000 formparsers.py:27(FormMessage)
        7    0.000    0.000    0.000    0.000 state_changes.py:66(declare_states)
        1    0.000    0.000    0.000    0.000 _preparing.py:28(Prepare)
        2    0.000    0.000    0.000    0.000 {built-in method posix.posix_spawn}
        1    0.000    0.000    0.000    0.000 compiler.py:649(Linting)
      274    0.000    0.000    0.000    0.000 _core_utils.py:507(<genexpr>)
      270    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _compat.py:642(is_uploadfile_sequence_annotation)
        1    0.000    0.000    0.000    0.000 types.py:1868(PaymentCardBrand)
       69    0.000    0.000    0.000    0.000 _generics.py:436(recursively_defined_type_refs)
        1    0.000    0.000    0.000    0.000 _enums.py:55(IsolationLevel)
